,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment
123,2022-11-20 23:19:43+00:00,0,Twitter for iPhone,"@PabloOHana @AlexInAir If #BBC decided to air #WorldCup2022 then should also air ceremony showcasing Arab culture. Celebrating culture mustn’t be conflated with FIFA-Qatar sins.
Here’s Q: if BBC refused to air ceremony of #WorldCup taking place, say in #apartheid state #Israel,would that be brave? Y/N?",neutral
124,2022-11-20 23:19:40+00:00,7,Twitter Web App,"World Cup is watched traditionally by millions of people. But how will they engage in their passion? 
Their best option will be FotballCoin.

FootballCoin will host all matches from World Cup Qatar 2022 in its contests. 

#QatarWorldCup2022 #WorldCup2022 
https://t.co/OnspJ1mbNd",neutral
125,2022-11-20 23:19:32+00:00,0,Twitter for Android,Check out Christian Pulisic - #9 2016 Panini US National Team 'First Cap' - HGA 9.0 (AXK) https://t.co/sXVaCvHinU #eBay via @eBay #WorldCup #WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup #FIFAWorldCup2022,neutral
126,2022-11-20 23:19:31+00:00,1,Twitter Web App,"No seriously, the fan fare for the Qatar #WorldCup2022  is definitely like fyre fest. Mostly to the freaking tents! I fell sorry who pay plane ticket down there to see the whole event. @VISportsTalk 
https://t.co/lCu4VOKPzO",negative
127,2022-11-20 23:19:17+00:00,1,Twitter for iPhone,"If we can have a few more adverts from @SBS during the World Cup that would be great! Don’t think you’ve got enough. 
Maybe a few ads when the ball goes for a throw! 👏👍 #WorldCup2022 #SBS",positive
128,2022-11-20 23:19:13+00:00,4,Twitter for Android,"Is your squad ready? What are you waiting for?

#futbol #WorldCup2022 #NFTMinting #FIFAWorldCup #nftmint #soccer #eth #NFTProject #NewNFTProfilePic https://t.co/YCtnQzLGPm",neutral
129,2022-11-20 23:18:52+00:00,0,Twitter for Android,"https://t.co/QByFFCcfh6 Watching #WorldCup2022 on #Jiodown is just like playing #eFootball2023 https://t.co/QByFFCcfh6
https://t.co/QByFFCcfh6",neutral
130,2022-11-20 23:18:41+00:00,106,Twitter for Android,Omani athlete Mohammed Alnoufali wears a t-shirt with the Palestinian flag during the first match of the #WorldCup2022 in Qatar 🇵🇸 https://t.co/VnGhHxNBnx,neutral
131,2022-11-20 23:18:32+00:00,0,Twitter for iPhone,One more sleep❤️ #wal #WorldCup2022,positive
132,2022-11-20 23:18:32+00:00,0,Twitter for Android,Check out Christian Pulisic FS-CP 2017-18 Topps Chrome Champions League Future Star HGA 10 https://t.co/LXCXhZ0U9n #eBay via @eBay #WorldCup #WorldCup2022 #WorldcupQatar2022,neutral
133,2022-11-20 23:18:21+00:00,0,Twitter Web App,Italy will win the world cup #WorldCup2022 #FIFAWorldCup2022 https://t.co/RZ0uKWjGrP,positive
134,2022-11-20 23:18:16+00:00,0,Twitter for Android,Where are people watching the England game tomorrow in town? #hcafc #hullcity #hull #england #FIFAWorldCup    #ThreeLions    #WorldCup #WorldCup2022,neutral
135,2022-11-20 23:18:15+00:00,1,Twitter for iPhone,"Over 5,000 slave labourers died to build the #WorldCup2022 stadia in Qatar. I’m not into soccer, but if I was, I’d be boycotting the world cup. Qatar is a slave state.",negative
136,2022-11-20 23:18:06+00:00,2,Twitter for Android,"#worldttwitter 📲 Welcome To #Qatar  ""The  Sunshine Country"" ✨ #FIFA22 ⚽ #WorldCup2022 🏆 ""Wishes All The Best"" 🙌 https://t.co/DNeFn6sUGE",positive
137,2022-11-20 23:18:04+00:00,0,Twitter for Android,Check out Christian Pulisic - 2016-17 Panini Donruss Debut Gold Parallel No. 224 - HGA 9.0 https://t.co/BJWigLTymZ #eBay via @eBay #WorldCup #WorldCup2022 #WorldcupQatar2022,neutral
138,2022-11-20 23:17:45+00:00,16,Twitter for iPhone,"On tour 🔛🇶🇦
#DimaWydad #DimaMaghreb 
#WorldCup2022 https://t.co/GueEHVAQrr",neutral
139,2022-11-20 23:17:28+00:00,0,Twitter for Android,Check out Christian Pulisic No. 7 USA - 2017 Panini Father's Day - Mint 9.0 HGA https://t.co/cQDwijXdud #eBay via @eBay #WorldCup2022 #WorldcupQatar2022 #WorldCup,neutral
140,2022-11-20 23:17:21+00:00,0,Twitter Web App,@CaseyToGo legit did not know it was on (nor did I care) until #WorldCup2022 coverage on TSN ended...,neutral
141,2022-11-20 23:17:12+00:00,11,Twitter for Android,"Best flag, Best anthem, language that has survived, against all odds WHAT A Country. #Cymru #Wales #WorldCup2022 @FAWales @IndyWalesFans @YesCymru @RedWallNews1 @WalesAwayDuty @thebarryhorns @yescymru https://t.co/IDMh5DA5EJ",positive
142,2022-11-20 23:17:09+00:00,24,Twitter for iPhone,"Well said …

“If you've held more issue with Joe Lycett shredding £10,000 than Golden Balls David Beckham being paid a ridiculous £10,000,000 to tell everyone how 'feckin fantastic ' Qatar is, then you're part of the problem”
#joelycett #WorldCup #WorldCup2022 #QatarWorldCup2022",neutral
143,2022-11-20 23:17:08+00:00,1,Twitter for iPhone,"Go with Brazil 🇧🇷 and Portugal 🇵🇹 

#QatarWorldCup2022 
#WorldCup2022 
#WorldCup 
#FIFAWorldCup 
#FIFAWorldCup2022 https://t.co/U1vbKXab4x",neutral
144,2022-11-20 23:16:53+00:00,0,Twitter Web App,Stop American emigrant from going any damn where them stoclem took over rogermi kimthro Hashiq bands are ludicrous  #WorldCup2022,negative
145,2022-11-20 23:16:37+00:00,0,Twitter for iPhone,"#WorldCup2022 doesn’t cover up the malign role of Qatar in supporting Islamist extremists.

#BoycottQatar2022 
#IranRevoIution2022 
#IranProtests2022 https://t.co/dcdKhlKxpp",negative
146,2022-11-20 23:16:31+00:00,0,Twitter Web App,"@ShamoonHafez Honestly, I don't know what #soccer #fans from #Qatar expected from their national team. The fans should enjoy and experience one in lifetime chance of hosting the #WorldCup2022 . Nobody expects for Qatar to advance from the group stage. Enjoy the football and support the team",neutral
147,2022-11-20 23:16:17+00:00,0,Twitter Web App,#WorldCup2022 🇩🇪 🏳️‍🌈 Germany blasts FIFA for restricting human rights protests – DW – 11/19/2022 https://t.co/9mgIKy4XO3,neutral
148,2022-11-20 23:16:08+00:00,4,Twitter Web App,"Please join us for the @USMNT matches for the group stage:

Monday for 🇺🇸 v 🏴󠁧󠁢󠁷󠁬󠁳󠁿 @ColonelHarts Tosa
Black Friday for 🇺🇸 v 🏴󠁧󠁢󠁥󠁮󠁧󠁿 @threelionspub Shorewood
Tuesday 11/29 for 🇺🇸 v 🇮🇷 @RedLionPubMKE Milwaukee
All matches are at 1pm central time. #WorldCup2022 #USMNT #LFG #MKE https://t.co/gz2NaTVqlQ",neutral
149,2022-11-20 23:16:07+00:00,1,Twitter for Android,"When ever it's Europe it's good, when it's outside Europe, it's bad. Billions of criticism whenever the world cup is out of Europe. You made it to suit your weather, when it's made to suit a different geographical weather it's sh!t. Europe WHY? #WorldCup2022",negative
150,2022-11-20 23:16:01+00:00,0,Twitter Web App,"Anti-regime Iranian player watch:  Iran's Hajsafi: Conditions at home 'are not right' 
#worldcup2022 #iranprotests https://t.co/nqW5oqjGpp",negative
151,2022-11-20 23:15:56+00:00,12,Twitter for iPhone,Abu Abdullah may Allah bless him giving a strong &amp; powerful worded speech to the world at the opening ceremony of #FIFAWorldCup #WorldCup #WorldCup2022. https://t.co/gS30LLirxR,positive
152,2022-11-20 23:15:55+00:00,2,Twitter for Android,Saudi man refuses to be interviewed by an apartheid Israeli TV channel during #WorldCup2022 in Qatar. ❤️🇵🇸 https://t.co/BxANo8bVcL,negative
153,2022-11-20 23:15:53+00:00,8,Twitter for iPhone,Praying this Ecuador fan makes it out of Qatar alive 😂 #WorldCup2022 https://t.co/yzk5zkPvnU,neutral
154,2022-11-20 23:15:48+00:00,0,Twitter Web App,"Football fans are reacting with excitement after seeing the two greatest footballers of all time, #LionelMessi   and #CristianoRonaldo, in a new photo.
The #PSG  and #ManchesterUnited  stars broke the internet .

read...https://t.co/3I6xDQlqSg

#football #soccerlife #WorldCup2022 https://t.co/nRI7baC820",positive
155,2022-11-20 23:15:17+00:00,0,Twitter for iPhone,I'm going for @England to win 3-0 tomorrow #ENGIRN #WorldCup2022,positive
156,2022-11-20 23:15:15+00:00,0,Twitter for iPhone,A nice gesture from #Qatar #QatarWorldCup2022 #WorldCup2022 https://t.co/XrBg5i09De,positive
157,2022-11-20 23:15:10+00:00,0,Twitter for Android,Saudi man refuses to be interviewed by an apartheid Israeli TV channel during #WorldCup2022 in Qatar. ❤️🇵🇸 https://t.co/cZpyQh9ZTD,negative
158,2022-11-20 23:15:03+00:00,0,Twitter for Android,This football #WorldCup2022 feels like  the @NBA bubble 🤣😂,neutral
159,2022-11-20 23:15:03+00:00,0,Twittimer,"Betting has never been better With Coral

1. New Customers
2. Place £€5 bet on any market
3. Free bets paid as 4x £€5
Coral Link Below
https://t.co/1Di5RX1wid

.
18+T&amp;Cs GambleAwear
#WorldcupQatar2022 #WCIxFootball 
#sportsbetting #WorldCup2022 #gamblingtwitter
#HorseRacing;- https://t.co/Qv4jwVeAQX",neutral
160,2022-11-20 23:14:57+00:00,2,Twitter for iPhone,"Word?! 
#ug #WorldCup2022 https://t.co/0nQlPoV7vy",neutral
161,2022-11-20 23:14:38+00:00,14,Twitter Web App,"What do you expect from a nation built upon slavery &amp; the genocide of its own native indigenous population?

I'm sure the woke activists concerned about Qatar will come forward &amp; take a stance 100 times stronger against the USA, right... right? #QatarWorldCup2022 #WorldCup2022",negative
162,2022-11-20 23:14:38+00:00,1,Twitter for iPhone,"We have joined the party with @Zocalo_Sactown for the upcoming Mexico versus Poland World Cup soccer match, this coming Tuesday at 8:00 am! 

Who will be joining us? 

#WorldCup2022 #VamosMexico https://t.co/VBNihl1SaP",neutral
163,2022-11-20 23:14:36+00:00,0,Twitter for iPad,"@rogbennett No decent, moral and democratic person should be at the #WorldCup2022 in #Qatar. it should have been boycotted as should the last World Cup in Russia, but the corrupt #FIFA and footballers like money and they sell themselves cheap.",negative
164,2022-11-20 23:14:33+00:00,5,Twitter for iPhone,"Current: 50/175 for meds
0/1400 for rent. Please…if you can help, do…or at least share the below. I don’t know what else to do. #MutualAidRequest #helpless #helpfortheholidays #pleasedoyourmagic #WorldCup2022 I am shaking. https://t.co/7Hse3obqkX",negative
165,2022-11-20 23:14:25+00:00,0,Twitter Web App,"Can't believe how quickly @elonmusk made Twitter fun again.  Can you imagine what this genius will do by the end of the year?

Meta and YouTube are definitely monitoring the situation lol

#TwitterTakeover 
#MakeTwitterGreatAgain 
#CNN 
#MAGA 
#BlueWave 
#NFL 
#WorldCup2022",positive
166,2022-11-20 23:14:24+00:00,0,Twitter Web App,"Good music by @the_tigz here listen 
https://t.co/zYutob337Q
#QATECU  #iamacelebritygetmeoutofhere #Worlds2022 #WorldCup2022 #Celebrity #iamaceleb #iamacelebrity",positive
167,2022-11-20 23:14:14+00:00,0,Jetpack.com,Ecuador’s early goal disallowed by OFFSIDE TAGS: #f9bol #worldcup #worldcup2022… https://t.co/6dYBmqd5uW,neutral
168,2022-11-20 23:14:12+00:00,0,Jetpack.com,Ecuador’s early goal disallowed by OFFSIDE TAGS: #f9bol #worldcup #worldcup2022… https://t.co/xCPzlt3Vmf,neutral
169,2022-11-20 23:13:54+00:00,0,Twitter for Android,"Football fans raise the Palestinian flag during the first match of #WorldCup2022 in Qatar.

#RaisePalestineFlag 
#FIFAWorldCup https://t.co/MNTUk9dBkt",neutral
170,2022-11-20 23:13:43+00:00,0,Twitter for Android,Argentina vs Brazil #WorldCup2022  finals,neutral
171,2022-11-20 23:13:32+00:00,0,Twitter for Android,#WorldCup2022 Opening Ceremony in #Qater so far is one of the most unreal Ceremony of all time in my generation,negative
172,2022-11-20 23:13:23+00:00,3,Twitter for iPhone,"Once again IRGC killed a 16/Y boy in Javanrud #كاروان_قادري today. 

Where in history has Iran seen a more reprehensible regime than the corrupt Islamic Republic? #WorldCup2022 #IranRevolution2022 https://t.co/RTYX1DqjBa",negative
173,2022-11-20 23:13:11+00:00,0,Twitter for Android,"Football fans raise the Palestinian flag during the first match of #WorldCup2022 in Qatar.

#RaisePalestineFlag 
#FIFAWorldCup https://t.co/ll0llIjIEP",neutral
174,2022-11-20 23:13:08+00:00,2,Twitter for iPhone,"A historic &amp; astonishing ceremony in every sense of the word. For 1st time in history, #FIFAWorldCup ⚽️is hosted in the Middle East🇶🇦. Remarkable success for #Qatar (2.8 million in population)🇶🇦❤️

-
#Qatar2022  #QatarWorldCup2022  #WorldCup2022 #قطر_تبدع #قطر2022 #قطر_الاكوادور https://t.co/0Ap0cnycPu",positive
175,2022-11-20 23:12:45+00:00,2,Twitter for iPhone,"Just in time for the #worldcup2022 

Check it out on my online shop 
https://t.co/gTxELruUDr https://t.co/7ETOvfKQsF",positive
176,2022-11-20 23:12:31+00:00,1,Twitter Web App,"#mahsaami̇ni̇  #IranRevolution2022 
#WorldCup2022 
#MahabadMassacre
#مهسا_امینی 
#اعتراضات_سراسری 
#مهاباد_تنها_نیست 
I can't tell you how difficult it is to watch these people in Mahabad, Iran met with tanks. There is no justification for these people getting killed!",negative
177,2022-11-20 23:12:21+00:00,0,Twitter for Android,"Two goats ..🇵🇹🇦🇷🐐🐐
 one more last game ,and one glory 🏆.
#WorldCup2022 
#CR7𓃵 
#Messi𓃵 https://t.co/qd0e80cXzx",positive
178,2022-11-20 23:12:18+00:00,0,Twitter for iPhone,@ClayTravis @dandakich you just know Joe Biden is rooting for Iran vs England tomorrow. #WorldCup2022,neutral
179,2022-11-20 23:12:07+00:00,107,Twitter for Android,"Lfg🚀🚀🚀
USA 🇺🇸  vs ENGLAND 🏴󠁧󠁢󠁥󠁮󠁧󠁿 
Should we do a #BadBears team USA 🇺🇸 GIVEAWAY tomorrow in support of team USA?
100 Retweets and ❤️s we giveaway 500! #Enjin #EnjinNFT #FIFAWorldCup #WorldCup2022 https://t.co/Sg3ycyAF7q",neutral
180,2022-11-20 23:12:05+00:00,1,Twitter Web App,"Which would you choose to watch first?
#ImACeleb #WorldcupQatar2022 #WorldCup2022",neutral
181,2022-11-20 23:11:38+00:00,0,Twitter for Android,Last thought on Opening Day of #WorldCup2022 no stadium is worth 1 life lost. To know that over 10k were lost over this WC is truly sickening. Shame on you #Qatar,negative
182,2022-11-20 23:11:30+00:00,1,Twitter Web App,Well William said he's boycotting the #WorldCup2022 for human rights issues 😂😂😂 !! https://t.co/DHuKE5sqom,negative
183,2022-11-20 23:11:15+00:00,1,Twitter for iPhone,"Hey @GaryLineker 
Since you’re pretending to be a man of human rights and principles maybe you should talk about this with your pundits. #Hypocrites 
#westernhypocrisy 
#QatarWorldCup2022 #WorldCup2022 https://t.co/pf17dRzrwE",negative
184,2022-11-20 23:11:00+00:00,2,Twitter for Android,"Fuck FIFA, fuck Qatar, take the booking! 👊 #WorldCup2022 https://t.co/AYDu90rEwA",negative
185,2022-11-20 23:10:38+00:00,4,Twitter Web App,"People are saying ""shame on Qatar"" for doing this or that.

Qatar has told us who they are for a long time.

Last I checked, FIFA had a choice of who they would award #WorldCup2022 to.

It starts with FIFA and whatever process led to the Qatar choice.",negative
186,2022-11-20 23:10:22+00:00,0,Twitter Web App,"Beer can condoms - this year's essential accessory for #WorldCup2022 

#priceless https://t.co/NhZOAAmGIu",positive
187,2022-11-20 23:10:08+00:00,23,SocialFlow,"Qatari officials are set to ban the sale of alcohol within #WorldCup2022 stadiums, dramatically reversing a decision to allow sales of Budweiser beer.

@SimoneFoxman has the latest https://t.co/jZabeIEv7C https://t.co/Q1hD5HbKBy",neutral
188,2022-11-20 23:09:59+00:00,20,Twitter for iPhone,1 more sleep…..🇺🇸🇺🇸🇺🇸 #WorldCup2022,positive
189,2022-11-20 23:09:59+00:00,1,Twitter for iPhone,"The IRGC killed a 16/Y boy in Javanrud #بهاالدین_ویسی showing how unimportant children mean to them by killing his brother at his funeral #نجم_الدین_ویسی .

Where in history has Iran seen a more reprehensible regime than the corrupt Islamic Republic? #WorldCup2022 https://t.co/mEZEieaunO",negative
190,2022-11-20 23:09:52+00:00,5,Twitter for iPhone,What day do we watch Canada lose to Croatia? #WorldCup2022,neutral
191,2022-11-20 23:09:48+00:00,0,Twitter for iPhone,"Instead of watching @WorldCupEN Keep an eye on #Javanrood where brave protesters are murdered by the islamic regime of Iran. @FIFAcom 

#worldcup2022
#worldcup
#fifa2022
#worldcup2022qatar
#worldcupqatar
#fifa2022qatar
#qatar2022 https://t.co/HHHfGnbMB7",negative
192,2022-11-20 23:09:42+00:00,18,Twitter for iPhone,"Just chilling with the boys 

#WorldCup2022 https://t.co/TFXorOfXli",neutral
193,2022-11-20 23:09:30+00:00,1,Twitter Web App,"@SkyNews So when they take the field in the #WorldCup2022  it won't be so much as an England team trying to bring the Cup home for their country, as a bunch of elites hellbent on virtue signalling.",negative
194,2022-11-20 23:09:03+00:00,0,Twitter for iPhone,I am cheering for Messi and don’t cry for me Argentina!! #WorldCup2022,positive
195,2022-11-20 23:08:44+00:00,9,Twitter Web App,"this is absolutely amazing! 🔥
210 FPL managers
178 FWC managers

Breakout Fantasy World Cup 2022 is bringing a huge community. #WorldCup2022 https://t.co/t9tWKFydxK",positive
196,2022-11-20 23:08:27+00:00,1,Twitter for iPhone,I feel like a child at Christmas 🏴󠁧󠁢󠁷󠁬󠁳󠁿⚽️ #WorldCup2022,positive
